,id,seniority,full_name,apstate,first_name,last_name,chamber,session,state,party,dw_nominate,votes_with_party_pct
37,B001274,12,Mo Brooks,Ala.,Mo,Brooks,house,117,AL,R,0.645,88.97
38,B001313,2,Shontel Brown,Ohio,Shontel,Brown,house,117,OH,D,,98.9
39,B001304,6,Anthony Brown,Md.,Anthony,Brown,house,117,MD,D,-0.335,98.19
40,B001285,10,Julia Brownley,Calif.,Julia,Brownley,house,117,CA,D,-0.287,98.65
41,B001260,16,Vern Buchanan,Fla.,Vern,Buchanan,house,117,FL,R,0.36,97.0
42,B001297,8,Ken Buck,Colo.,Ken,Buck,house,117,CO,R,0.727,84.32
43,B001275,12,Larry Bucshon,Ind.,Larry,Bucshon,house,117,IN,R,0.408,97.46
44,B001305,6,Ted Budd,N.C.,Ted,Budd,house,117,NC,R,0.669,91.1
45,B001309,4,Tim Burchett,Tenn.,Tim,Burchett,house,117,TN,R,,86.93
46,B001248,20,Michael Burgess,Texas,Michael,Burgess,house,117,TX,R,0.573,93.71
47,B001224,2,Cori Bush,Mo.,Cori,Bush,house,117,MO,D,,93.24
48,B001286,10,Cheri Bustos,Ill.,Cheri,Bustos,house,117,IL,D,-0.238,97.06
49,B001251,20,G. Butterfield,N.C.,G.,Butterfield,house,117,NC,D,-0.403,98.41
50,C000059,30,Ken Calvert,Calif.,Ken,Calvert,house,117,CA,R,0.35,97.01
51,C001039,2,Kat Cammack,Fla.,Kat,Cammack,house,117,FL,R,,90.93
52,C001112,6,Salud Carbajal,Calif.,Salud,Carbajal,house,117,CA,D,-0.302,99.11
53,C001097,10,Tony Cárdenas,Calif.,Tony,Cárdenas,house,117,CA,D,-0.384,98.17
54,C001126,2,Mike Carey,Ohio,Mike,Carey,house,117,OH,R,,98.89
55,C001054,2,Jerry Carl,Ala.,Jerry,Carl,house,117,AL,R,,97.28
56,C001072,16,André Carson,Ind.,André,Carson,house,117,IN,D,-0.431,98.43
57,C001125,2,Troy Carter,La.,Troy,Carter,house,117,LA,D,,98.73
58,C001103,8,Buddy Carter,Ga.,Buddy,Carter,house,117,GA,R,0.581,97.98
59,C001051,20,John Carter,Texas,John,Carter,house,117,TX,R,0.476,96.1
60,C001090,10,Matt Cartwright,Pa.,Matt,Cartwright,house,117,PA,D,-0.364,98.4
61,C001055,4,Ed Case,Hawaii,Ed,Case,house,117,HI,D,-0.197,97.05
62,C001117,4,Sean Casten,Ill.,Sean,Casten,house,117,IL,D,,93.29
63,C001066,16,Kathy Castor,Fla.,Kathy,Castor,house,117,FL,D,-0.439,98.65
64,C001091,10,Joaquín Castro,Texas,Joaquín,Castro,house,117,TX,D,-0.4,98.65
65,C001104,2,Madison Cawthorn,N.C.,Madison,Cawthorn,house,117,NC,R,,95.16
66,C000266,12,Steven Chabot,Ohio,Steven,Chabot,house,117,OH,R,0.56,98.19
67,C001109,6,Liz Cheney,Wyo,Liz,Cheney,house,117,WY,R,0.468,92.16
68,C001080,16,Judy Chu,Calif.,Judy,Chu,house,117,CA,D,-0.488,98.21
69,C001084,12,David Cicilline,R.I.,David,Cicilline,house,117,RI,D,-0.39,98.87
70,C001101,10,Katherine Clark,Mass.,Katherine,Clark,house,117,MA,D,-0.482,98.42
71,C001067,16,Yvette Clarke,N.Y.,Yvette,Clarke,house,117,NY,D,-0.613,98.18
72,C001061,18,Emanuel Cleaver,Mo.,Emanuel,Cleaver,house,117,MO,D,-0.453,98.87
73,C001118,4,Ben Cline,Va.,Ben,Cline,house,117,VA,R,,89.34
74,C001115,6,Michael Cloud,Texas,Michael,Cloud,house,117,TX,R,,88.57
75,C000537,30,James Clyburn,S.C.,James,Clyburn,house,117,SC,D,-0.464,98.65
76,C001116,2,Andrew Clyde,Ga.,Andrew,Clyde,house,117,GA,R,,86.42
77,C001068,16,Steve Cohen,Tenn.,Steve,Cohen,house,117,TN,D,-0.4,97.76
78,C001053,20,Tom Cole,Okla.,Tom,Cole,house,117,OK,R,0.332,95.44
79,C001108,8,James Comer,Ky.,James,Comer,house,117,KY,R,0.599,94.55
80,C001078,14,Gerald Connolly,Va.,Gerald,Connolly,house,117,VA,D,-0.305,98.88
81,C000754,20,Jim Cooper,Tenn.,Jim,Cooper,house,117,TN,D,-0.164,98.42
82,C001110,6,J. Correa,Calif.,J.,Correa,house,117,CA,D,-0.28,98.66
83,C001059,18,Jim Costa,Calif.,Jim,Costa,house,117,CA,D,-0.193,98.15
84,C001069,16,Joe Courtney,Conn.,Joe,Courtney,house,117,CT,D,-0.344,98.44
85,C001119,4,Angie Craig,Minn.,Angie,Craig,house,117,MN,D,,96.64
86,C001087,12,Rick Crawford,Ark.,Rick,Crawford,house,117,AR,R,0.426,97.51
87,C001120,4,Dan Crenshaw,Texas,Dan,Crenshaw,house,117,TX,R,,96.02
88,C001111,6,Charlie Crist,Fla.,Charlie,Crist,house,117,FL,D,-0.225,97.97
89,C001121,4,Jason Crow,Colo.,Jason,Crow,house,117,CO,D,,98.21
90,C001063,18,Henry Cuellar,Texas,Henry,Cuellar,house,117,TX,D,-0.227,96.43
91,C001114,6,John Curtis,,John,Curtis,house,117,UT,R,0.509,95.64
92,D000629,4,Sharice Davids,Kan.,Sharice,Davids,house,117,KS,D,,97.77
93,D000626,8,Warren Davidson,Ohio,Warren,Davidson,house,117,OH,R,0.678,87.02
94,D000619,10,Rodney Davis,Ill.,Rodney,Davis,house,117,IL,R,0.272,91.33
95,D000096,26,Danny Davis,Ill.,Danny,Davis,house,117,IL,D,-0.486,97.94
96,D000631,4,Madeleine Dean,Pa.,Madeleine,Dean,house,117,PA,D,,99.11
97,D000191,36,Peter DeFazio,Ore.,Peter,DeFazio,house,117,OR,D,-0.428,98.4
98,D000197,26,Diana DeGette,Colo.,Diana,DeGette,house,117,CO,D,-0.431,98.87
99,D000216,32,Rosa DeLauro,Conn.,Rosa,DeLauro,house,117,CT,D,-0.416,97.75
100,D000617,12,Suzan DelBene,Wash.,Suzan,DelBene,house,117,WA,D,-0.284,98.66
101,D000630,4,Antonio Delgado,N.Y.,Antonio,Delgado,house,117,NY,D,,97.1
102,D000627,6,Val Demings,Fla.,Val,Demings,house,117,FL,D,-0.336,97.77
103,D000623,8,Mark DeSaulnier,Calif.,Mark,DeSaulnier,house,117,CA,D,-0.532,97.97
104,D000616,12,Scott DesJarlais,Tenn.,Scott,DesJarlais,house,117,TN,R,0.584,95.21
105,D000610,14,Ted Deutch,Fla.,Ted,Deutch,house,117,FL,D,-0.4,98.86
106,D000600,20,Mario Diaz-Balart,Fla.,Mario,Diaz-Balart,house,117,FL,R,0.281,94.52
107,D000624,8,Debbie Dingell,Mich.,Debbie,Dingell,house,117,MI,D,-0.408,99.1
108,D000399,28,Lloyd Doggett,Texas,Lloyd,Doggett,house,117,TX,D,-0.402,99.1
109,D000032,2,Byron Donalds,Fla.,Byron,Donalds,house,117,FL,R,,90.89
110,D000482,28,Mike Doyle,Pa.,Mike,Doyle,house,117,PA,D,-0.33,98.23
111,D000615,12,Jeffrey Duncan,S.C.,Jeffrey,Duncan,house,117,SC,R,0.72,93.78
112,D000628,6,Neal Dunn,Fla.,Neal,Dunn,house,117,FL,R,0.525,97.91
113,E000071,2,Jake Ellzey,Texas,Jake,Ellzey,house,117,TX,R,,98.97
114,E000294,8,Tom Emmer,Minn.,Tom,Emmer,house,117,MN,R,0.45,96.02
115,E000299,4,Veronica Escobar,Texas,Veronica,Escobar,house,117,TX,D,,94.12
116,E000215,30,Anna Eshoo,Calif.,Anna,Eshoo,house,117,CA,D,-0.381,99.1
117,E000297,6,Adriano Espaillat,N.Y.,Adriano,Espaillat,house,117,NY,D,-0.615,97.97
118,E000298,6,Ron Estes,Kan.,Ron,Estes,house,117,KS,R,0.618,94.27
119,E000296,8,Dwight Evans,Pa.,Dwight,Evans,house,117,PA,D,-0.461,98.44
120,F000246,2,Pat Fallon,Texas,Pat,Fallon,house,117,TX,R,,93.41
121,F000446,2,Randy Feenstra,Iowa,Randy,Feenstra,house,117,IA,R,,97.52
122,F000465,6,A. Ferguson,Ga.,A.,Ferguson,house,117,GA,R,0.601,97.04
123,L000273,2,Teresa Fernandez,N.M.,Teresa,Fernandez,house,117,NM,D,,99.1
124,F000470,2,Michelle Fischbach,Minn.,Michelle,Fischbach,house,117,MN,R,,98.65
125,F000471,2,Scott Fitzgerald,Wis.,Scott,Fitzgerald,house,117,WI,R,,97.28
126,F000466,6,Brian Fitzpatrick,Pa.,Brian,Fitzpatrick,house,117,PA,R,0.166,78.1
127,F000459,12,Chuck Fleischmann,Tenn.,Chuck,Fleischmann,house,117,TN,R,0.457,97.3
128,F000468,4,Lizzie Fletcher,Texas,Lizzie,Fletcher,house,117,TX,D,,97.53
129,F000449,18,Jeff Fortenberry,Neb.,Jeff,Fortenberry,house,117,NE,R,0.303,93.33
130,F000454,10,Bill Foster,Ill.,Bill,Foster,house,117,IL,D,-0.23,99.11
131,F000450,16,Virginia Foxx,N.C.,Virginia,Foxx,house,117,NC,R,0.628,94.74
132,F000462,10,Lois Frankel,Fla.,Lois,Frankel,house,117,FL,D,-0.4,98.65
133,F000472,2,Scott Franklin,Fla.,Scott,Franklin,house,117,FL,R,,97.22
134,F000455,16,Marcia Fudge,Ohio,Marcia,Fudge,house,117,OH,D,-0.581,96.49
135,F000469,4,Russ Fulcher,Idaho,Russ,Fulcher,house,117,ID,R,,93.86
136,G000578,6,Matt Gaetz,Fla.,Matt,Gaetz,house,117,FL,R,0.626,78.32
137,G000579,6,Mike Gallagher,Wis.,Mike,Gallagher,house,117,WI,R,0.443,94.76
138,G000574,8,Ruben Gallego,Ariz.,Ruben,Gallego,house,117,AZ,D,-0.451,98.65
139,G000559,14,John Garamendi,Calif.,John,Garamendi,house,117,CA,D,-0.309,98.87
140,G000597,2,Andrew Garbarino,N.Y.,Andrew,Garbarino,house,117,NY,R,,91.08
141,G000061,4,Mike Garcia,Calif.,Mike,Garcia,house,117,CA,R,,95.0
142,G000586,4,Jesús García,Ill.,Jesús,García,house,117,IL,D,,95.52
143,G000587,4,Sylvia Garcia,Texas,Sylvia,Garcia,house,117,TX,D,,92.84
144,G000563,12,Bob Gibbs,Ohio,Bob,Gibbs,house,117,OH,R,0.479,97.41
145,G000593,2,Carlos Giménez,Fla.,Carlos,Giménez,house,117,FL,R,,92.57
146,G000552,18,Louie Gohmert,Texas,Louie,Gohmert,house,117,TX,R,0.637,82.54
147,G000592,4,Jared Golden,Maine,Jared,Golden,house,117,ME,D,,92.67
148,G000585,6,Jimmy Gomez,Calif.,Jimmy,Gomez,house,117,CA,D,-0.578,98.42
149,G000594,2,Tony Gonzales,Texas,Tony,Gonzales,house,117,TX,R,,94.12
150,G000588,4,Anthony Gonzalez,Ohio,Anthony,Gonzalez,house,117,OH,R,,90.09
151,G000581,6,Vicente Gonzalez,Texas,Vicente,Gonzalez,house,117,TX,D,-0.381,97.47
152,G000582,6,Jenniffer González-Colón,,Jenniffer,González-Colón,house,117,PR,R,,
153,G000595,2,Robert Good,Va.,Robert,Good,house,117,VA,R,,78.72
154,G000589,4,Lance Gooden,Texas,Lance,Gooden,house,117,TX,R,,87.13
155,G000565,12,Paul Gosar,Ariz.,Paul,Gosar,house,117,AZ,R,0.689,80.64
156,G000583,6,Josh Gottheimer,N.J.,Josh,Gottheimer,house,117,NJ,D,-0.148,96.38
157,G000377,26,Kay Granger,Texas,Kay,Granger,house,117,TX,R,0.4,95.07
158,G000577,8,Garret Graves,La.,Garret,Graves,house,117,LA,R,0.452,96.79
159,G000546,22,Sam Graves,Mo.,Sam,Graves,house,117,MO,R,0.445,97.73
160,G000590,4,Mark Green,Tenn.,Mark,Green,house,117,TN,R,,91.69
161,G000553,18,Al Green,Texas,Al,Green,house,117,TX,D,-0.438,98.65
162,G000596,2,Marjorie Greene,Ga.,Marjorie,Greene,house,117,GA,R,,75.29
163,G000568,12,Morgan Griffith,Va.,Morgan,Griffith,house,117,VA,R,0.54,91.01
164,G000551,20,Raúl Grijalva,Ariz.,Raúl,Grijalva,house,117,AZ,D,-0.598,98.41
165,G000576,8,Glenn Grothman,Wis.,Glenn,Grothman,house,117,WI,R,0.603,90.87
166,G000591,4,Michael Guest,Miss.,Michael,Guest,house,117,MS,R,,96.01
167,G000558,14,Brett Guthrie,Ky.,Brett,Guthrie,house,117,KY,R,0.42,97.73
168,H001080,4,Debra Haaland,N.M.,Debra,Haaland,house,117,NM,D,,97.3
169,H001088,4,Jim Hagedorn,Minn.,Jim,Hagedorn,house,117,MN,R,,98.58
170,H001090,4,Josh Harder,Calif.,Josh,Harder,house,117,CA,D,,97.54
171,H001052,12,Andy Harris,Md.,Andy,Harris,house,117,MD,R,0.669,83.98
172,H001086,2,Diana Harshbarger,Tenn.,Diana,Harshbarger,house,117,TN,R,,93.18
173,H001053,12,Vicky Hartzler,Mo.,Vicky,Hartzler,house,117,MO,R,0.468,97.17
174,H000324,30,Alcee Hastings,Fla.,Alcee,Hastings,house,117,FL,D,-0.564,98.84
175,H001081,4,Jahana Hayes,Conn.,Jahana,Hayes,house,117,CT,D,,97.77
176,H001082,6,Kevin Hern,Okla.,Kevin,Hern,house,117,OK,R,,92.18
177,H001084,2,Yvette Herrell,N.M.,Yvette,Herrell,house,117,NM,R,,88.37
178,H001056,12,Jaime Herrera Beutler,Wash.,Jaime,Herrera Beutler,house,117,WA,R,0.352,92.52
179,H001071,8,Jody Hice,Ga.,Jody,Hice,house,117,GA,R,0.79,85.41
180,H001038,16,Brian Higgins,N.Y.,Brian,Higgins,house,117,NY,D,-0.347,98.65
181,H001077,6,Clay Higgins,La.,Clay,Higgins,house,117,LA,R,0.612,82.45
182,H001072,8,French Hill,Ark.,French,Hill,house,117,AR,R,0.446,97.04
183,H001047,14,Jim Himes,Conn.,Jim,Himes,house,117,CT,D,-0.243,98.65
184,H001091,2,Ashley Hinson,Iowa,Ashley,Hinson,house,117,IA,R,,95.05
185,H001074,6,Trey Hollingsworth,Ind.,Trey,Hollingsworth,house,117,IN,R,0.413,92.69
186,H001066,4,Steven Horsford,Nev.,Steven,Horsford,house,117,NV,D,-0.352,97.51
187,H001085,4,Chrissy Houlahan,Pa.,Chrissy,Houlahan,house,117,PA,D,,97.53
188,H000874,42,Steny Hoyer,Md.,Steny,Hoyer,house,117,MD,D,-0.38,98.41
189,H001067,10,Richard Hudson,N.C.,Richard,Hudson,house,117,NC,R,0.562,97.22
190,H001068,10,Jared Huffman,Calif.,Jared,Huffman,house,117,CA,D,-0.428,97.75
191,H001058,12,Bill Huizenga,Mich.,Bill,Huizenga,house,117,MI,R,0.569,96.35
192,I000056,2,Darrell Issa,Calif.,Darrell,Issa,house,117,CA,R,0.5,97.15
193,J000304,2,Ronny Jackson,Texas,Ronny,Jackson,house,117,TX,R,,89.83
194,J000032,28,Sheila Jackson Lee,Texas,Sheila,Jackson Lee,house,117,TX,D,-0.46,98.86
195,J000305,2,Sara Jacobs,Calif.,Sara,Jacobs,house,117,CA,D,,98.43
196,J000020,4,Chris Jacobs,N.Y.,Chris,Jacobs,house,117,NY,R,,94.47
197,J000298,6,Pramila Jayapal,Wash.,Pramila,Jayapal,house,117,WA,D,-0.691,97.52
198,J000294,10,Hakeem Jeffries,N.Y.,Hakeem,Jeffries,house,117,NY,D,-0.488,98.66
199,J000288,16,Hank Johnson,Ga.,Hank,Johnson,house,117,GA,D,-0.468,97.96
200,J000126,30,Eddie Johnson,Texas,Eddie,Johnson,house,117,TX,D,-0.485,98.87
201,J000299,6,Mike Johnson,La.,Mike,Johnson,house,117,LA,R,0.561,96.0
202,J000301,4,Dusty Johnson,S.D.,Dusty,Johnson,house,117,SD,R,,97.51
203,J000292,12,Bill Johnson,Ohio,Bill,Johnson,house,117,OH,R,0.427,97.74
204,J000306,2,Mondaire Jones,N.Y.,Mondaire,Jones,house,117,NY,D,,97.97
205,J000289,16,Jim Jordan,Ohio,Jim,Jordan,house,117,OH,R,0.717,89.55
206,J000302,4,John Joyce,Pa.,John,Joyce,house,117,PA,R,,98.42
207,J000295,10,Dave Joyce,Ohio,Dave,Joyce,house,117,OH,R,0.265,91.82
208,K000396,2,Kaialiʻi Kahele,Hawaii,Kaialiʻi,Kahele,house,117,HI,D,,98.65
209,K000009,40,Marcy Kaptur,Ohio,Marcy,Kaptur,house,117,OH,D,-0.35,98.64
210,K000386,8,John Katko,N.Y.,John,Katko,house,117,NY,R,0.196,81.46
211,K000375,12,Bill Keating,Mass.,Bill,Keating,house,117,MA,D,-0.329,98.41
212,K000395,4,Fred Keller,Pa.,Fred,Keller,house,117,PA,R,,98.19
213,K000385,10,Robin Kelly,Ill.,Robin,Kelly,house,117,IL,D,-0.461,98.65
214,K000376,12,Mike Kelly,Pa.,Mike,Kelly,house,117,PA,R,0.359,98.63
215,K000388,8,Trent Kelly,Miss.,Trent,Kelly,house,117,MS,R,0.634,95.9
216,K000389,6,Ro Khanna,Calif.,Ro,Khanna,house,117,CA,D,-0.562,98.66
217,K000380,10,Dan Kildee,Mich.,Dan,Kildee,house,117,MI,D,-0.395,99.11
218,K000381,10,Derek Kilmer,Wash.,Derek,Kilmer,house,117,WA,D,-0.31,99.11
219,K000394,4,Andy Kim,N.J.,Andy,Kim,house,117,NJ,D,,97.99
220,K000397,2,Young Kim,Calif.,Young,Kim,house,117,CA,R,,92.01
221,K000188,26,Ron Kind,Wis.,Ron,Kind,house,117,WI,D,-0.261,97.09
222,K000378,12,Adam Kinzinger,Ill.,Adam,Kinzinger,house,117,IL,R,0.25,83.24
223,K000368,4,Ann Kirkpatrick,Ariz.,Ann,Kirkpatrick,house,117,AZ,D,-0.167,98.21
224,K000391,6,Raja Krishnamoorthi,Ill.,Raja,Krishnamoorthi,house,117,IL,D,-0.317,98.88
225,K000382,10,Ann Kuster,N.H.,Ann,Kuster,house,117,NH,D,-0.256,98.65
226,K000392,6,David Kustoff,Tenn.,David,Kustoff,house,117,TN,R,0.525,97.93
227,L000585,8,Darin LaHood,Ill.,Darin,LaHood,house,117,IL,R,0.464,98.19
228,L000578,10,Doug LaMalfa,Calif.,Doug,LaMalfa,house,117,CA,R,0.533,94.54
229,L000588,6,Conor Lamb,Pa.,Conor,Lamb,house,117,PA,D,-0.134,97.53
230,L000564,16,Doug Lamborn,Colo.,Doug,Lamborn,house,117,CO,R,0.674,95.39
231,L000559,22,Jim Langevin,R.I.,Jim,Langevin,house,117,RI,D,-0.375,98.21
232,L000560,22,Rick Larsen,Wash.,Rick,Larsen,house,117,WA,D,-0.365,98.36
233,L000557,24,John Larson,Conn.,John,Larson,house,117,CT,D,-0.397,98.64
234,L000566,16,Robert Latta,Ohio,Robert,Latta,house,117,OH,R,0.516,98.65
235,L000266,2,Jake LaTurner,Kan.,Jake,LaTurner,house,117,KS,R,,98.41
236,L000581,8,Brenda Lawrence,Mich.,Brenda,Lawrence,house,117,MI,D,-0.448,98.2
237,L000586,6,Al Lawson,Fla.,Al,Lawson,house,117,FL,D,-0.259,98.65
238,L000551,26,Barbara Lee,Calif.,Barbara,Lee,house,117,CA,D,-0.681,97.96
239,L000590,4,Susie Lee,Nev.,Susie,Lee,house,117,NV,D,,96.39
240,L000589,6,Debbie Lesko,Ariz.,Debbie,Lesko,house,117,AZ,R,0.595,95.39
241,L000595,2,Julia Letlow,La.,Julia,Letlow,house,117,LA,R,,97.39
242,L000593,4,Mike Levin,Calif.,Mike,Levin,house,117,CA,D,,98.44
243,L000592,4,Andy Levin,Mich.,Andy,Levin,house,117,MI,D,,97.98
244,L000582,8,Ted Lieu,Calif.,Ted,Lieu,house,117,CA,D,-0.375,98.64
245,L000397,28,Zoe Lofgren,Calif.,Zoe,Lofgren,house,117,CA,D,-0.402,97.95
246,L000576,12,Billy Long,Mo.,Billy,Long,house,117,MO,R,0.544,97.48
247,L000583,8,Barry Loudermilk,Ga.,Barry,Loudermilk,house,117,GA,R,0.688,92.68
248,L000579,10,Alan Lowenthal,Calif.,Alan,Lowenthal,house,117,CA,D,-0.451,97.97
249,L000491,30,Frank Lucas,Okla.,Frank,Lucas,house,117,OK,R,0.364,97.5
250,L000569,14,Blaine Luetkemeyer,Mo.,Blaine,Luetkemeyer,house,117,MO,R,0.442,96.05
251,L000591,4,Elaine Luria,Va.,Elaine,Luria,house,117,VA,D,,97.09
252,L000562,22,Stephen Lynch,Mass.,Stephen,Lynch,house,117,MA,D,-0.35,98.2
253,M000194,2,Nancy Mace,S.C.,Nancy,Mace,house,117,SC,R,,90.72
254,M001203,4,Tom Malinowski,N.J.,Tom,Malinowski,house,117,NJ,D,,97.29
255,M000317,2,Nicole Malliotakis,N.Y.,Nicole,Malliotakis,house,117,NY,R,,92.52
256,M001185,10,Sean Maloney,N.Y.,Sean,Maloney,house,117,NY,D,-0.238,99.1
257,M000087,30,Carolyn Maloney,N.Y.,Carolyn,Maloney,house,117,NY,D,-0.387,98.2
258,M000871,2,Tracey Mann,Kan.,Tracey,Mann,house,117,KS,R,,95.27
259,M001135,2,Kathy Manning,N.C.,Kathy,Manning,house,117,NC,D,,98.65
260,M001184,12,Thomas Massie,Ky.,Thomas,Massie,house,117,KY,R,0.679,68.79
261,M001199,6,Brian Mast,Fla.,Brian,Mast,house,117,FL,R,0.455,90.42
262,M001163,18,Doris Matsui,Calif.,Doris,Matsui,house,117,CA,D,-0.434,98.63
263,M001208,4,Lucy McBath,Ga.,Lucy,McBath,house,117,GA,D,,97.53
264,M001165,16,Kevin McCarthy,Calif.,Kevin,McCarthy,house,117,CA,R,0.455,97.52
265,M001157,18,Michael McCaul,Texas,Michael,McCaul,house,117,TX,R,0.428,95.85
266,M001136,2,Lisa McClain,Mich.,Lisa,McClain,house,117,MI,R,,97.52
267,M001177,14,Tom McClintock,Calif.,Tom,McClintock,house,117,CA,R,0.708,84.6
268,M001143,22,Betty McCollum,Minn.,Betty,McCollum,house,117,MN,D,-0.417,98.21
269,M001200,6,A. McEachin,Va.,A.,McEachin,house,117,VA,D,-0.375,98.43
270,M000312,26,Jim McGovern,Mass.,Jim,McGovern,house,117,MA,D,-0.539,97.76
271,M001156,18,Patrick McHenry,N.C.,Patrick,McHenry,house,117,NC,R,0.544,95.25
272,M001180,12,David McKinley,W.Va.,David,McKinley,house,117,WV,R,0.302,93.67
273,M001159,18,Cathy McMorris Rodgers,Wash.,Cathy,McMorris Rodgers,house,117,WA,R,0.424,96.78
274,M001166,16,Jerry McNerney,Calif.,Jerry,McNerney,house,117,CA,D,-0.263,98.88
275,M001137,26,Gregory Meeks,N.Y.,Gregory,Meeks,house,117,NY,D,-0.414,98.86
276,M001186,2,Peter Meijer,Mich.,Peter,Meijer,house,117,MI,R,,90.52
277,M001188,10,Grace Meng,N.Y.,Grace,Meng,house,117,NY,D,-0.375,97.97
278,M001204,4,Daniel Meuser,Pa.,Daniel,Meuser,house,117,PA,R,,98.16
279,M000687,4,Kweisi Mfume,Md.,Kweisi,Mfume,house,117,MD,D,,98.64
280,M001211,2,Mary Miller,Ill.,Mary,Miller,house,117,IL,R,,80.9
281,M001205,4,Carol Miller,W.Va.,Carol,Miller,house,117,WV,R,,99.09
282,M001215,2,Mariannette Miller-Meeks,Iowa,Mariannette,Miller-Meeks,house,117,IA,R,,94.05
283,M001194,8,John Moolenaar,Mich.,John,Moolenaar,house,117,MI,R,0.398,96.85
284,M001195,8,Alex Mooney,W.Va.,Alex,Mooney,house,117,WV,R,0.571,95.41
285,M001213,2,Blake Moore,,Blake,Moore,house,117,UT,R,,96.12
286,M001160,18,Gwen Moore,Wis.,Gwen,Moore,house,117,WI,D,-0.527,97.52
287,M001212,2,Barry Moore,Ala.,Barry,Moore,house,117,AL,R,,94.2
288,M001206,6,Joe Morelle,N.Y.,Joe,Morelle,house,117,NY,D,,98.65
289,M001196,8,Seth Moulton,Mass.,Seth,Moulton,house,117,MA,D,-0.284,98.66
290,M001214,2,Frank Mrvan,Ind.,Frank,Mrvan,house,117,IN,D,,98.65
291,M001190,10,Markwayne Mullin,Okla.,Markwayne,Mullin,house,117,OK,R,0.52,95.4
292,M001210,4,Greg Murphy,N.C.,Greg,Murphy,house,117,NC,R,,94.7
293,M001202,6,Stephanie Murphy,Fla.,Stephanie,Murphy,house,117,FL,D,-0.161,96.69
