record_id,date_reported,date_occurred,time_occurred,division,division_name,reporting_district,part_type,crime_code,crime_code_description,modus_operandi_code,victim_age,victim_sex,victim_descent,premises_code,premises_description,weapon_code,weapon_description,status_code,status_code_description,crm_cd_1,crm_cd_2,crm_cd_3,crm_cd_4,address,cross_street,latitude,longitude,division,year,quarter,day,month,weekday,monthname,descent_description,hour,minute
200413477,2020-10-05,2020-10-05,0150,4.0,Hollenbeck,478,1,110.0,Criminal homicide,1402 0906 1100 1822 0430,29.0,male,H,101,Street,109.0,Semi-automatic pistol,IC,invest_cont,110,998,,,600    SPENCE                       ST,,34.0285,-118.2031,,2020,4,5,10,0,October,hispanic,01,50
200410989,2020-07-20,2020-07-20,2230,4.0,Hollenbeck,499,1,110.0,Criminal homicide,1100 0430 0906 1270 1822 1402 1419,34.0,male,W,101,Street,106.0,Unknown firearm,IC,invest_cont,110,998,,,BESWICK,CALZONA                      ST,34.0205,-118.1957,,2020,3,20,7,0,July,white,22,30
200413189,2020-09-27,2020-09-27,0025,4.0,Hollenbeck,403,1,110.0,Criminal homicide,1218 1100 0430 0906 1822,34.0,male,H,101,Street,102.0,Hand gun,IC,invest_cont,110,nan,,,4600    GRIFFIN                      AV,,34.1002,-118.2008,,2020,3,27,9,6,September,hispanic,00,25
200415689,2020-12-07,2020-12-07,0849,4.0,Hollenbeck,411,1,110.0,Criminal homicide,0906 1100 0430 1218 1822,50.0,male,H,102,Sidewalk,102.0,Hand gun,IC,invest_cont,110,nan,,,300 N  AVENUE 21,,34.0775,-118.2218,,2020,4,7,12,0,December,hispanic,08,49
200414483,2020-10-31,2020-10-31,1021,4.0,Hollenbeck,499,1,110.0,Criminal homicide,1100 0416 1218 0906 1270 0430 0913,44.0,male,H,101,Street,102.0,Hand gun,AA,adult_arrest,110,nan,,,3600    NOAKES                       ST,,34.0145,-118.2002,,2020,4,31,10,5,October,hispanic,10,21
200411734,2020-08-13,2020-08-13,1655,4.0,Hollenbeck,464,1,110.0,Criminal homicide,0910 1100 0430 1402 1407 1822 2047,25.0,male,H,962,Mta - gold line - soto,109.0,Semi-automatic pistol,IC,invest_cont,110,998,,,2300 E  1ST                          ST,,34.0441,-118.2105,,2020,3,13,8,3,August,hispanic,16,55
200416454,2020-12-31,2020-12-31,1330,4.0,Hollenbeck,404,1,110.0,Criminal homicide,1100 1822 0430 1402 0906 1270,34.0,male,H,101,Street,102.0,Hand gun,IC,invest_cont,110,998,,,AVENUE 60,PASADENA,34.1077,-118.1861,,2020,4,31,12,3,December,hispanic,13,30
200411096,2020-07-23,2020-07-23,1920,4.0,Hollenbeck,409,1,110.0,Criminal homicide,1402 1100 1822 0430,20.0,male,W,101,Street,102.0,Hand gun,AA,adult_arrest,110,998,,,4200    LOWELL                       AV,,34.093,-118.1618,,2020,3,23,7,3,July,white,19,20
200416452,2020-12-31,2020-12-31,0855,4.0,Hollenbeck,497,1,110.0,Criminal homicide,1100 1822 1218 0430,45.0,male,H,116,Other/outside,106.0,Unknown firearm,IC,invest_cont,110,nan,,,2800 E  LUGO                         ST,,34.0166,-118.22,,2020,4,31,12,3,December,hispanic,08,55
200416099,2020-12-19,2020-12-19,1719,4.0,Hollenbeck,464,1,110.0,Criminal homicide,1822 0430 0906,22.0,male,H,101,Street,102.0,Hand gun,AA,adult_arrest,110,nan,,,200 S  SOTO                         ST,,34.0445,-118.2116,,2020,4,19,12,5,December,hispanic,17,19
200414383,2020-10-28,2020-10-28,1150,4.0,Hollenbeck,426,1,110.0,Criminal homicide,1822 0430 1100,36.0,male,W,101,Street,102.0,Hand gun,IC,invest_cont,110,nan,,,4800 E  HUNTINGTON                   DR,,34.0886,-118.1724,,2020,4,28,10,2,October,white,11,50
200416098,2020-12-19,2020-12-19,1719,4.0,Hollenbeck,464,1,110.0,Criminal homicide,1822 0430 1100 0906,23.0,female,H,101,Street,102.0,Hand gun,AA,adult_arrest,110,nan,,,200 S  SOTO                         ST,,34.0445,-118.2116,,2020,4,19,12,5,December,hispanic,17,19
200415190,2020-11-23,2020-11-23,1445,4.0,Hollenbeck,465,1,110.0,Criminal homicide,1100 1822 0430 0906,30.0,male,H,102,Sidewalk,102.0,Hand gun,IC,invest_cont,110,nan,,,3200 E  4TH                          ST,,34.0357,-118.2007,,2020,4,23,11,0,November,hispanic,14,45
210404049,2021-01-02,2021-01-02,1530,4.0,Hollenbeck,453,1,110.0,Criminal homicide,0906 1822 0430 1402 1100,15.0,male,H,107,Vacant lot,102.0,Hand gun,IC,invest_cont,110,998,,,600    ECHANDIA                     ST,,34.0527,-118.2183,,2021,1,2,1,5,January,hispanic,15,30
210404306,2021-01-09,2021-01-09,2048,4.0,Hollenbeck,456,1,110.0,Criminal homicide,1100 1822 0430,59.0,male,H,101,Street,102.0,Hand gun,IC,invest_cont,110,nan,,,700 N  FICKETT                      ST,,34.0495,-118.2036,,2021,1,9,1,5,January,hispanic,20,48
210404028,2021-01-01,2021-01-01,0002,4.0,Hollenbeck,469,1,110.0,Criminal homicide,1402 1100 0430 1822,37.0,female,H,502,"Multi-unit dwelling (apartment, duplex, etc)",109.0,Semi-automatic pistol,IC,invest_cont,110,998,,,3500    LANFRANCO                    ST,,34.0289,-118.1923,,2021,1,1,1,4,January,hispanic,00,02
100400704,2010-03-05,2010-03-05,1807,,Hollenbeck,466,1,110.0,Criminal homicide,0302 0342 0430 0906 1100 1309,19.0,male,H,104,Driveway,109.0,Semi-automatic pistol,AA,adult_arrest,110,nan,,,2400    MICHIGAN                     AV,,34.0453,-118.2088,4.0,2010,1,5,3,4,March,hispanic,18,07
100400992,2010-05-25,2010-05-25,0730,,Hollenbeck,404,1,110.0,Criminal homicide,0302 0407 0430 1100,20.0,male,B,105,Pedestrian overcrossing,109.0,Semi-automatic pistol,IC,invest_cont,110,nan,,,5500    VIA MARISOL,,34.1045,-118.185,4.0,2010,2,25,5,1,May,black,07,30
100401350,2010-08-28,2010-08-28,1934,,Hollenbeck,424,1,110.0,Criminal homicide,0302 0430 0906 1100 1251 1259 1402 1407,15.0,male,H,109,Park/playground,109.0,Semi-automatic pistol,AO,adult_other,110,998,,,MISSION                      RD,SELIG                        PL,34.0685,-118.20100000000001,4.0,2010,3,28,8,5,August,hispanic,19,34
100401404,2010-09-16,2010-09-16,2330,,Hollenbeck,489,1,110.0,Criminal homicide,0411 0913 1243 1401 1402 1416 1813 2000,34.0,female,H,502,"Multi-unit dwelling (apartment, duplex, etc)",207.0,Other knife,AA,adult_arrest,110,998,,,3000    ROSALIND                     PL,,34.024,-118.2126,4.0,2010,3,16,9,3,September,hispanic,23,30
100401559,2010-11-03,2010-10-31,2343,,Hollenbeck,457,1,110.0,Criminal homicide,0602 1243 1309 1402,19.0,female,H,501,Single family dwelling,307.0,Vehicle,AA,adult_arrest,110,998,,,2700    CINCINNATI                   ST,,34.046,-118.2035,4.0,2010,4,31,10,6,October,hispanic,23,43
100401560,2010-10-31,2010-10-31,2342,,Hollenbeck,457,1,110.0,Criminal homicide,0602 1257 1309,0.0,female,H,501,Single family dwelling,307.0,Vehicle,AA,adult_arrest,110,nan,,,2700    CINCINNATI                   ST,,34.046,-118.2035,4.0,2010,4,31,10,6,October,hispanic,23,42
100401700,2010-12-04,2010-12-04,1900,,Hollenbeck,448,1,110.0,Criminal homicide,0302 0430 0906 0913 1100,41.0,male,H,108,Parking lot,106.0,Unknown firearm,AA,adult_arrest,110,nan,,,1500    MURCHISON                    ST,,34.0594,-118.1958,4.0,2010,4,4,12,5,December,hispanic,19,00
100401726,2010-12-15,2010-12-15,1210,,Hollenbeck,467,1,110.0,Criminal homicide,0302 0326 0334 0342 0430 1100 1309 1402 1409 1407,27.0,male,H,101,Street,109.0,Semi-automatic pistol,IC,invest_cont,110,998,,,2600 E  3RD                          ST,,34.0403,-118.2088,4.0,2010,4,15,12,2,December,hispanic,12,10
100404324,2010-01-08,2010-01-08,2344,,Hollenbeck,497,1,110.0,Criminal homicide,0430 0906 1100 1240 1310 1407,21.0,female,H,101,Street,107.0,Other firearm,IC,invest_cont,110,998,,,LORENA,OLYMPIC,34.0188,-118.2066,4.0,2010,1,8,1,4,January,hispanic,23,44
100407944,2010-03-29,2010-03-29,1305,,Hollenbeck,466,1,110.0,Criminal homicide,0430 0906 1100,25.0,male,H,103,Alley,106.0,Unknown firearm,AA,adult_arrest,110,nan,,,2500    MICHIGAN                     AV,,34.0447,-118.2075,4.0,2010,1,29,3,0,March,hispanic,13,05
100407949,2010-03-30,2010-03-29,2040,,Hollenbeck,415,1,110.0,Criminal homicide,0202 0342 0430 0906 1100 1402 1407,20.0,male,H,102,Sidewalk,102.0,Hand gun,AA,adult_arrest,110,998,,,2600    SICHEL                       ST,,34.0765,-118.2131,4.0,2010,1,29,3,0,March,hispanic,20,40
100408074,2010-04-01,2010-04-01,1955,,Hollenbeck,471,1,110.0,Criminal homicide,0302 0906 1100 1309 1402,19.0,male,H,502,"Multi-unit dwelling (apartment, duplex, etc)",102.0,Hand gun,IC,invest_cont,110,998,,,500 S  CLARENCE                     ST,,34.0409,-118.2234,4.0,2010,2,1,4,3,April,hispanic,19,55
100408524,2010-04-10,2010-04-10,2245,,Hollenbeck,407,1,110.0,Criminal homicide,0305 0430 0906 1100 1309 1310 1312 1407 1402,23.0,male,H,101,Street,106.0,Unknown firearm,IC,invest_cont,110,998,,,3500    MONTEREY                     RD,,34.0862,-118.1875,4.0,2010,2,10,4,5,April,hispanic,22,45
100409753,2010-05-10,2010-05-10,0220,,Hollenbeck,468,1,110.0,Criminal homicide,0302 0430 1100 1251,16.0,male,H,102,Sidewalk,102.0,Hand gun,IC,invest_cont,110,nan,,,3200 E  1ST                          ST,,34.0388,-118.1988,4.0,2010,2,10,5,0,May,hispanic,02,20
100410317,2010-05-22,2010-05-22,0205,,Hollenbeck,442,1,110.0,Criminal homicide,0430 0906 1100 1407 1409 1402,27.0,male,H,101,Street,106.0,Unknown firearm,AA,adult_arrest,110,998,,,500    GALLARDO                     ST,,34.0535,-118.2238,4.0,2010,2,22,5,5,May,hispanic,02,05
100410690,2010-05-30,2010-05-30,1125,,Hollenbeck,456,1,110.0,Criminal homicide,0302 0430 0906 1100 1251 1259 1309 1402 1407,17.0,male,H,102,Sidewalk,109.0,Semi-automatic pistol,IC,invest_cont,110,998,,,800 N  FICKETT                      ST,,34.0503,-118.20299999999999,4.0,2010,2,30,5,6,May,hispanic,11,25
100415279,2010-09-18,2010-09-18,2238,,Hollenbeck,499,1,110.0,Criminal homicide,0430 1100 1251 1402,20.0,male,H,101,Street,102.0,Hand gun,AA,adult_arrest,110,998,,,ESPERANZA                    ST,EMERY                        ST,34.014,-118.20100000000001,4.0,2010,3,18,9,5,September,hispanic,22,38
100415689,2010-09-25,2010-09-25,0205,,Hollenbeck,499,1,110.0,Criminal homicide,0302 0312 0430 1100 1402 1407,22.0,male,H,102,Sidewalk,102.0,Hand gun,IC,invest_cont,110,998,,,1200    LOS PALOS                    ST,,34.0189,-118.1954,4.0,2010,3,25,9,5,September,hispanic,02,05
100418261,2010-11-23,2010-11-23,1950,,Hollenbeck,464,1,110.0,Criminal homicide,0430 0906 1100 1409 1402,30.0,male,H,102,Sidewalk,102.0,Hand gun,IC,invest_cont,110,998,,,200 N  CHICAGO                      ST,,34.0462,-118.2114,4.0,2010,4,23,11,1,November,hispanic,19,50
100418331,2010-11-26,2010-11-26,1105,,Hollenbeck,453,1,110.0,Criminal homicide,0302 0342 0430 0906 1100 1309 1313 1402,25.0,male,H,101,Street,109.0,Semi-automatic pistol,IC,invest_cont,110,998,,,1400    PENNSYLVANIA                 AV,,34.0512,-118.221,4.0,2010,4,26,11,4,November,hispanic,11,05
100419406,2010-12-23,2010-12-23,1403,,Hollenbeck,453,1,110.0,Criminal homicide,0326 0342 0430 0906 1100 1309 1313 1402 1416 1816,18.0,male,H,102,Sidewalk,109.0,Semi-automatic pistol,AA,adult_arrest,110,998,,,1400 E  CESAR E CHAVEZ               AV,,34.0528,-118.2212,4.0,2010,4,23,12,3,December,hispanic,14,03
110417321,2011-12-01,2011-11-30,0014,,Hollenbeck,455,1,110.0,Criminal homicide,1402 0342 1309 1100 0430 0906,31.0,male,H,101,Street,109.0,Semi-automatic pistol,AO,adult_other,110,998,,,2100    CITY VIEW                    AV,,34.0523,-118.2091,4.0,2011,4,30,11,2,November,hispanic,00,14
110409902,2011-05-23,2011-05-23,2017,,Hollenbeck,438,1,110.0,Criminal homicide,0302 0342 0371 0430 0906 1100 1309 1313 1402 1816,25.0,male,H,102,Sidewalk,106.0,Unknown firearm,IC,invest_cont,110,998,,,ITHACA,ENDICOTT,34.0765,-118.1703,4.0,2011,2,23,5,0,May,hispanic,20,17
910220366,2011-08-09,2011-08-09,0800,,Hollenbeck,443,1,110.0,Criminal homicide,1402,-4.0,unknown,X,725,"Government facility (federal,state, county & city)",400.0,"Strong-arm (hands, fist, feet or bodily force)",IC,invest_cont,110,998,,,1100 N  MISSION                      RD,,34.0606,-118.2144,4.0,2011,3,9,8,1,August,other,08,00
110401204,2011-09-15,2011-09-15,1653,,Hollenbeck,437,1,110.0,Criminal homicide,1501,0.0,male,H,502,"Multi-unit dwelling (apartment, duplex, etc)",400.0,"Strong-arm (hands, fist, feet or bodily force)",IC,invest_cont,110,nan,,,4700    CATALPA                      ST,,34.064,-118.1826,4.0,2011,3,15,9,3,September,hispanic,16,53
110409864,2011-05-23,2011-05-23,0919,,Hollenbeck,417,1,110.0,Criminal homicide,0302 0326 0342 0371 0906 1100 1309 1816,32.0,male,H,101,Street,106.0,Unknown firearm,IC,invest_cont,110,nan,,,4100 N  MISSION                      RD,,34.0766,-118.1947,4.0,2011,2,23,5,0,May,hispanic,09,19
110400672,2011-03-06,2011-03-06,0005,,Hollenbeck,456,1,110.0,Criminal homicide,0334 0913,48.0,female,H,501,Single family dwelling,207.0,Other knife,AA,adult_arrest,110,nan,,,2800    FAIRMOUNT                    ST,,34.0497,-118.1985,4.0,2011,1,6,3,6,March,hispanic,00,05
110408836,2011-04-27,2011-04-24,1030,,Hollenbeck,453,1,110.0,Criminal homicide,1259 1414 1219 1411,17.0,female,H,110,Freeway,500.0,Unknown weapon/other weapon,AA,adult_arrest,110,998,,,CESAR E CHAVEZ,GOLDEN STATE                 FY,34.0496,-118.2141,4.0,2011,2,24,4,6,April,hispanic,10,30
110401083,2011-07-16,2011-07-16,2030,,Hollenbeck,412,1,110.0,Criminal homicide,0302 0342 1259 1402 0906 0430 1100 1223 1407 1251,17.0,male,H,101,Street,102.0,Hand gun,AO,adult_other,110,998,,,W  AVENUE 30,HUMBOLDT                     ST,34.0813,-118.2165,4.0,2011,3,16,7,5,July,hispanic,20,30
110408407,2011-04-14,2011-04-14,1335,,Hollenbeck,449,1,110.0,Criminal homicide,0302 0430 1100,22.0,male,H,121,Yard (residential/business),106.0,Unknown firearm,IC,invest_cont,110,nan,,,1100 N  EVERGREEN                    AV,,34.052,-118.1958,4.0,2011,2,14,4,3,April,hispanic,13,35
110408603,2011-04-20,2011-04-19,1225,,Hollenbeck,439,1,110.0,Criminal homicide,0302 0430 0906 1100 1240 1270 1300 1414 1407 1402,30.0,male,H,108,Parking lot,109.0,Semi-automatic pistol,AA,adult_arrest,110,998,,,5400    VALLEY                       BL,,34.0743,-118.1658,4.0,2011,2,19,4,1,April,hispanic,12,25
110410042,2011-05-27,2011-05-26,2229,,Hollenbeck,455,1,110.0,Criminal homicide,0342 0430 0906 1100 1309 1402 1407,36.0,male,H,102,Sidewalk,104.0,Shotgun,IC,invest_cont,110,998,,,700 N  SAINT LOUIS                  ST,,34.0518,-118.2094,4.0,2011,2,26,5,3,May,hispanic,22,29
110401260,2011-10-09,2011-10-09,0145,,Hollenbeck,464,1,110.0,Criminal homicide,0302 0334 0374 0371 0430 0906 1100 1402 1407 1816,18.0,male,H,102,Sidewalk,106.0,Unknown firearm,AA,adult_arrest,110,998,,,200 N  CHICAGO                      ST,,34.0462,-118.2114,4.0,2011,4,9,10,6,October,hispanic,01,45
110400808,2011-04-08,2011-04-08,2240,,Hollenbeck,418,1,110.0,Criminal homicide,0302 0430 0906 1100 1401 1402 1411 1409 1407,28.0,male,H,121,Yard (residential/business),109.0,Semi-automatic pistol,IC,invest_cont,110,998,,,3900    TAMPICO                      AV,,34.0904,-118.1739,4.0,2011,2,8,4,4,April,hispanic,22,40
110417406,2011-12-03,2011-12-03,1633,,Hollenbeck,478,1,110.0,Criminal homicide,1402 1407 0430 1100 1240 1310 1419,41.0,male,H,101,Street,106.0,Unknown firearm,IC,invest_cont,110,998,,,600    EUCLID                       AV,,34.0338,-118.2054,4.0,2011,4,3,12,5,December,hispanic,16,33
110413553,2011-08-25,2011-08-25,1205,,Hollenbeck,455,1,110.0,Criminal homicide,0302 0371 0430 0906 0605 1100 1240 1402 1310 1407,22.0,male,H,108,Parking lot,102.0,Hand gun,IC,invest_cont,110,998,,,800 N  STATE                        ST,,34.0535,-118.2129,4.0,2011,3,25,8,3,August,hispanic,12,05
110409140,2011-05-03,2011-05-03,1435,,Hollenbeck,422,1,110.0,Criminal homicide,0430 1100 1240 1309 1310 1402,22.0,male,H,101,Street,106.0,Unknown firearm,IC,invest_cont,110,998,,,3000 N  BROADWAY,,34.0737,-118.2104,4.0,2011,2,3,5,1,May,hispanic,14,35
110417320,2011-12-01,2011-11-30,0014,,Hollenbeck,455,1,110.0,Criminal homicide,0342 1309 1100 0430 0906,36.0,male,H,101,Street,109.0,Semi-automatic pistol,AO,adult_other,110,nan,,,2100    CITY VIEW                    AV,,34.0523,-118.2091,4.0,2011,4,30,11,2,November,hispanic,00,14
110411789,2011-07-12,2011-07-12,0100,,Hollenbeck,473,1,110.0,Criminal homicide,0411 1218 1416 1402,40.0,male,H,110,Freeway,207.0,Other knife,AA,adult_arrest,110,998,,,GOLDEN STATE                 FY,4TH                          ST,34.043,-118.2171,4.0,2011,3,12,7,1,July,hispanic,01,00
110410266,2011-06-01,2011-05-31,2130,,Hollenbeck,497,1,110.0,Criminal homicide,1402 1501,20.0,male,W,103,Alley,500.0,Unknown weapon/other weapon,AO,adult_other,110,998,,,3000 E  OLYMPIC                      BL,,34.0218,-118.214,4.0,2011,2,31,5,1,May,white,21,30
120409186,2012-04-30,2012-04-30,2344,,Hollenbeck,453,1,110.0,Criminal homicide,0302 1100 0430 1402 1407 0906 1419,42.0,male,H,102,Sidewalk,109.0,Semi-automatic pistol,AA,adult_arrest,110,998,,,1800 E  1ST                          ST,,34.0469,-118.21799999999999,4.0,2012,2,30,4,0,April,hispanic,23,44
120411524,2012-06-29,2012-06-29,0051,,Hollenbeck,497,1,110.0,Criminal homicide,1309 1402 1100 1409 1407 1240 0430,24.0,male,H,101,Street,102.0,Hand gun,IC,invest_cont,110,998,,,OLYMPIC                      BL,DACOTAH,34.0201,-118.2104,4.0,2012,2,29,6,4,June,hispanic,00,51
120401252,2012-11-06,2012-11-06,1600,,Hollenbeck,497,1,110.0,Criminal homicide,0361 0430 1100,22.0,male,H,501,Single family dwelling,104.0,Shotgun,AA,adult_arrest,110,nan,,,3300    HUNTER                       ST,,34.021,-118.208,4.0,2012,4,6,11,1,November,hispanic,16,00
120413579,2012-09-04,2012-08-31,0915,,Hollenbeck,471,1,110.0,Criminal homicide,1414 1402 1409 1218,41.0,male,H,108,Parking lot,500.0,Unknown weapon/other weapon,IC,invest_cont,110,998,,,600 S  CLARENCE                     ST,,34.0391,-118.2231,4.0,2012,3,31,8,4,August,hispanic,09,15
120407432,2012-03-20,2012-03-20,2108,,Hollenbeck,402,1,110.0,Criminal homicide,1251 1409 1401 0411 1402,28.0,male,H,501,Single family dwelling,500.0,Unknown weapon/other weapon,IC,invest_cont,110,998,,,4500    GRIFFIN                      AV,,34.0945,-118.2024,4.0,2012,1,20,3,1,March,hispanic,21,08
120401251,2012-11-06,2012-11-06,1600,,Hollenbeck,497,1,110.0,Criminal homicide,0554 1402 1100 0430,29.0,male,H,501,Single family dwelling,104.0,Shotgun,AA,adult_arrest,110,998,,,3300    HUNTER                       ST,,34.021,-118.208,4.0,2012,4,6,11,1,November,hispanic,16,00
120412745,2012-07-29,2012-07-28,2340,,Hollenbeck,489,1,110.0,Criminal homicide,0411 1409 1402 0416,39.0,male,H,502,"Multi-unit dwelling (apartment, duplex, etc)",207.0,Other knife,AA,adult_arrest,110,998,,,2900    THE MALL,,34.0239,-118.2144,4.0,2012,3,28,7,5,July,hispanic,23,40
120401328,2012-12-24,2012-12-24,1700,,Hollenbeck,439,1,110.0,Criminal homicide,1407 0430 0371 1100 0906 1218 0202 0342 1402 1309,35.0,male,H,213,Warehouse,102.0,Hand gun,IC,invest_cont,110,998,,,5300    VALLEY                       BL,,34.0745,-118.1681,4.0,2012,4,24,12,0,December,hispanic,17,00
120413235,2012-08-12,2012-08-12,0115,,Hollenbeck,471,1,110.0,Criminal homicide,0411 1218 1402,57.0,female,W,101,Street,500.0,Unknown weapon/other weapon,IC,invest_cont,110,998,,,RIO                          ST,7TH                          ST,34.0345,-118.2243,4.0,2012,3,12,8,6,August,white,01,15
120408060,2012-04-03,2012-04-03,2202,,Hollenbeck,461,1,110.0,Criminal homicide,1409 1407 1402 0430 0302 1411 1100 0342 0906,27.0,male,H,108,Parking lot,106.0,Unknown firearm,IC,invest_cont,110,998,,,GLESS                        ST,4TH                          ST,34.0429,-118.2227,4.0,2012,2,3,4,1,April,hispanic,22,02
120417513,2012-11-26,2012-11-26,1556,,Hollenbeck,404,1,110.0,Criminal homicide,0408 0907 0913 0440 1402 1409,30.0,male,H,501,Single family dwelling,509.0,Rope/ligature,AO,adult_other,110,998,,,500    KENDALL                      AV,,34.1014,-118.1871,4.0,2012,4,26,11,0,November,hispanic,15,56
