datetime,date,time,result,balance,fee,hash,ver,vin_sz,vout_sz,size,weight,tx_index,block_index,block_height
2021-12-04 08:37:07,2021-12-04,08:37:07,280359,8242066,541,91e5f3a8a02a3fb6c15e851b3175fa3ba6dd66afea9d2f90f858b4ee51d4c903,2,2,1,343,721,133292334372491,712529,712529
2021-12-04 08:28:13,2021-12-04,08:28:13,608022,7961707,1220,c0ffc5ec37362b446c765dad81e015626053f406b3bc1f6869904d19a3d1958f,2,1,1,194,449,5051956160833970,712527,712527
2021-12-03 17:02:13,2021-12-03,17:02:13,169312,7353685,8136,e72aa74e991dcf85743be36fde2609b152ca08a9baba8033fe8b983dbd39002c,1,1,2,225,900,1548143370416913,712424,712424
2021-12-03 15:36:12,2021-12-03,15:36:12,235969,7184373,1463,2dccf8f77dd3c777e63451acebcb7c6a551ee2a483dec0c1ddd6d02cf220c59b,2,1,1,195,450,5480670835350042,712411,712411
2021-12-02 19:47:17,2021-12-02,19:47:17,269564,6948404,338,530f30d099f5320249f3d1f10f3f351527de8b57b89fd62651c11d26e81d3420,2,1,1,195,450,1133062788531128,712284,712284
2021-12-02 06:41:48,2021-12-02,06:41:48,639301,6678840,541,4a30df1a1c12a1fb06853a80ed69a0f864f04283844a04f4d9a4cd86e4d76415,2,2,1,344,722,752731615713716,712201,712201
2021-12-01 07:30:57,2021-12-01,07:30:57,-4707606,6039539,791887,806cbe04e93011b7e1b8cf8158a29c6e544f324ca5bafedce7ccda60491567a1,2,670,2,98906,395624,5678851546684249,712177,712177
2021-12-01 07:24:28,2021-12-01,07:24:28,-2237705,10747145,294653,defe12a562867911411e9abdcb947b22ffc6790b589304ec6eee37b814c6dd60,2,249,2,36797,147188,3408180073137917,712169,712169
2021-12-01 07:31:00,2021-12-01,07:31:00,-2755655,12984850,458834,e030ebe2f55da9aaa40562c90abb8f948b84f6c84704bdc6fd8102628c52a24d,2,388,2,57310,229240,2731506079121488,712151,712151
2021-12-01 17:25:58,2021-12-01,17:25:58,835798,15740505,1350,389ba5dde69c5b34f403e3ff80b23ec93c5df4316dfe067c709b3a9801c8e77e,2,1,1,194,449,4465086658971475,712115,712115
2021-12-01 16:05:09,2021-12-01,16:05:09,37434,14904707,32239,0d451f293e370cf49c8f14047000b471417a166426341cc49d25bf02e82aa4ae,1,1,87,2977,11578,6144643766966244,712105,712105
2021-12-01 10:01:55,2021-12-01,10:01:55,-751339,14867273,71799,a69885591654ec725f846f3ee9736d9c890d9888fd75b0a39c8e522a415b363f,2,57,2,8478,33912,2224086136998481,712082,712082
2021-12-01 07:31:00,2021-12-01,07:31:00,-855382,15618612,109230,b42d78fe6235db1f1e7e8159b910aa0322e22be2156a87cade7e2ebf0db528e9,2,92,2,13640,54560,8203553457300943,712070,712070
2021-12-01 07:30:55,2021-12-01,07:30:55,-15680862,16473994,501351,786061cc81367f1bf5d9d7f4aa10ef7c2d970a8f5c6ff0cb00b882f25fcbd2bc,2,424,2,62603,250412,6643633318940759,712069,712069
2021-12-01 08:44:33,2021-12-01,08:44:33,1175696,32154856,1350,6d5ea21c56e339f857c111617e83c3ccb7ef1c2c585579daf09c93fbbdbfe34d,2,1,1,195,450,2740498234045043,712056,712056
2021-11-30 19:34:10,2021-11-30,19:34:10,517333,30979160,788,9f6be91bb3997798ff604a22ba2fc67928e59a4085b450f126f7baab79d8f990,2,1,1,195,450,5100888099485534,711992,711992
2021-11-30 14:15:54,2021-11-30,14:15:54,235555,30461827,338,86245f540a0873133c40caa46f5c84fa36c87e99b8bed813e3ad3e6351c41877,2,1,1,195,450,4190344210835413,711971,711971
2021-11-30 12:56:01,2021-11-30,12:56:01,538408,30226272,338,6b4e35c068e882ca7a39d25f28bef4dfb0dedb6871f8b6cb9b73d924fb480cf2,2,1,1,194,449,8516306494331694,711957,711957
2021-11-30 06:44:10,2021-11-30,06:44:10,688244,29687864,7149,82cb2fead9f877ddc38d5724a78c698501cc0b1296713a40b5aa8770eb906ffb,1,1,44,1612,6121,8846610921296117,711922,711922
2021-11-29 19:05:29,2021-11-29,19:05:29,578564,28999620,338,be187e5d60c9ad20bc5870e018fbe29c4ee98ba9cc76d1b09a1fa8764ac7f432,2,1,1,194,449,1792860702561539,711846,711846
2021-11-29 14:53:41,2021-11-29,14:53:41,855382,28421056,338,a5ddd87646fccf8d790944a64e6ca0dd5f985a74682645b42258cab8681b54f3,2,1,1,195,450,8561362004810059,711836,711836
2021-11-28 16:55:54,2021-11-28,16:55:54,234818,27565674,338,f68d497a965026dc723cde81eb7afd9bd7b975c153ff35520e0fefd863a0435f,2,1,1,195,450,3351809867062753,711681,711681
2021-11-28 09:52:54,2021-11-28,09:52:54,347557,27330856,338,ec3e94ee47b6ae1d72c8125f997a6eee206f6b50825ed66293ccfd210f06f83d,2,1,1,194,449,2180334810841017,711643,711643
2021-11-27 19:00:08,2021-11-27,19:00:08,1535204,26983299,1237,4af78c9c66e0d888f28fff92d071de5061330a56e8447852b43e39b7ecc0e1e2,2,3,2,523,1117,7982695432251175,711569,711569
2021-11-27 08:16:45,2021-11-27,08:16:45,271460,25448095,338,b6db4c5335cd9c6c3de2ee5c1afceeb4f6a17bb871183269053948eb7cc6260e,2,1,1,195,450,497910451890439,711500,711500
2021-11-27 06:55:43,2021-11-27,06:55:43,370041,25176635,420,0534762c796a1700953ba783e209363072280d94d75935239f99795dc4ef6a9b,1,1,2,226,574,5468274926792499,711494,711494
2021-11-26 21:27:21,2021-11-26,21:27:21,1828718,24806594,338,ac0a5b9faa47f9c3409fbfa5137caf2f1b13f76240457d6bc21eb3e394fba74f,2,1,1,195,450,2802652767090275,711441,711441
2021-11-26 18:30:09,2021-11-26,18:30:09,388529,22977876,31881,1489011499f3dfa4f030e1db6d69d21a6caeda0cc235b7add8a1a6193b52b120,1,1,89,3069,11946,1150270748964052,711424,711424
2021-11-26 18:14:44,2021-11-26,18:14:44,751339,22589347,541,eee4ff4691e6ca9235d45ae5ab9e9665e285614babd254f675de5c785b55c44f,2,2,1,342,720,2806549255752603,711422,711422
2021-11-25 15:23:56,2021-11-25,15:23:56,2237705,21838008,5462,e02fa6558f1199d4423f120c7ae2d364bcc86c669d9944ecc6fefc560e6eaa4c,2,6,1,937,1807,2697435986714527,711277,711277
2021-11-25 11:21:52,2021-11-25,11:21:52,167184,19600303,3328,308e97903a797b2f30a903b9459de27ee681004e79e87d6bf4a44501e1dad6e8,1,5,2,819,1659,8192303770380468,711262,711262
2021-11-25 08:25:58,2021-11-25,08:25:58,1936697,19433119,336,7ded3d5ac07f99436e13a0fc8994841adb7e83db743f9e3f773852a663a07094,2,1,2,225,573,5222766340262471,711247,711247
2021-11-25 07:52:48,2021-11-25,07:52:48,1550000,17496422,6710,d25fc5b6c0b3d46dff11917e01e11e08a666eb54069d142e72d9d6aed18527c3,1,2,8,704,2006,6866384520075995,711241,711241
2021-11-23 20:08:30,2021-11-23,20:08:30,2923465,15946422,1001,7d9f676034a37bc717d060877c1a72be13648a8c1083f0c3b03bb7874dd70e9f,2,3,1,490,991,5596354897311463,711029,711029
2021-11-23 19:37:02,2021-11-23,19:37:02,323968,13022957,336,9370e31c04451474974a19bd527f3e60dcf41efb2d2d205a72b5c846ec2354c3,2,1,2,226,574,6872516715403542,711029,711029
2021-11-23 20:10:36,2021-11-23,20:10:36,338238,12698989,450,4e92bd27715beba2b8c7b3368a7b3d0f0c2aaa01f0a128941928c4b796e2177d,2,1,1,195,450,4401329255938181,711028,711028
2021-11-23 15:04:03,2021-11-23,15:04:03,167919,12360751,338,9f18de113c2300814b48a7ce346a25bb9d56c0d9af190846bff166b148b7c6f0,2,1,1,195,450,8471560613932254,710989,710989
2021-11-23 14:34:57,2021-11-23,14:34:57,98408,12192832,338,87d70dfa81ecdf4a09083b8db73b766b55d887c076130460136a546e106751dd,2,1,1,194,449,7786934119025293,710988,710988
2021-11-23 14:32:24,2021-11-23,14:32:24,140732,12094424,1060,43fa094cf243dda19ab0391dd4f87efad12e2b47e64026deb5b786a97c2bb94a,1,2,2,373,844,2629093087850710,710986,710986
2021-11-23 07:46:15,2021-11-23,07:46:15,355918,11953692,744,ac0e5ef5be7902f3a534f730e55fb96fde6ad1be03554fe2c0cf62e9c42c8a1c,2,3,1,492,993,1004153029340249,710943,710943
2021-11-22 18:29:11,2021-11-22,18:29:11,10658961,11597774,4960,5aaadbcf02f8d0cbf69524bc1204c80608841f9fadb99bc3dbda498e1300fa86,2,6,2,970,1933,4749065639283003,710869,710869
2021-11-22 10:01:15,2021-11-22,10:01:15,-587183,938813,72367,2b2ad4c7c77c4a43578321e396396cc0e44c51c905a7fa379ee5d73ecd638a5e,2,169,2,24994,99976,3326351132580604,710816,710816
2021-11-22 09:08:52,2021-11-22,09:08:52,255551,1525996,675,2e74d17e96d1c8c28e8942d89fa4211feec7bfbc72fc072bd6e2d75ee8b0fa9f,2,1,1,194,449,5628769877089020,710811,710811
2021-11-22 06:58:07,2021-11-22,06:58:07,587183,1270445,450,bfa7e6982d38763c2d0a73d2a87f9bd03683229858c9cb3698e7ee6583f4bd63,2,1,1,194,449,3509360071065052,710808,710808
2021-11-21 23:22:37,2021-11-21,23:22:37,163545,683262,744,4383e54579d108da8443542243b9fe61a1d9779f779dbf99358932bc955c1aff,2,3,1,492,993,8975638001583697,710755,710755
2021-11-21 22:01:11,2021-11-21,22:01:11,-789760,519717,37696,c47a20a4f7cdb33945f67cfc97ff296dc1ab0ebc657f9e8501f28e8ce55f190c,2,120,2,17767,71068,425699923038686,710749,710749
2021-11-21 15:15:36,2021-11-21,15:15:36,132327,1309477,2496,50e8050cceeba5b0b8a3b7f743e18bb2c56e15c7188f88a52cedba9e1b396a05,1,5,2,819,1659,190521049077597,710710,710710
2021-11-21 13:27:53,2021-11-21,13:27:53,789760,1177150,12400,80aa075491725396cc2fc6b8aa71892c3d496704a512c40e87aac201c64543a2,1,4,13,1270,3472,5709114147616853,710703,710703
2021-11-21 12:59:41,2021-11-21,12:59:41,214222,387390,563,8b9495117b77b1513aed8958f136e7152f0e8de9c56f8b66af288736bdbb8792,2,1,1,195,450,5155573375357157,710701,710701
2021-11-20 16:33:07,2021-11-20,16:33:07,173168,173168,34458,7d6824ebaf1b5b0940367f78f2fa64b23be43a02e15b20e593494592f61e1efa,1,1,97,3315,12930,8800232814037161,710586,710586
2021-11-18 20:01:23,2021-11-18,20:01:23,-1727198,0,34951,ada448b58220758f09fd9330b8a1a22ed89eceef1e23ededab0fbd37ff6ebcc1,2,76,2,11359,44884,6816481927428001,710328,710328
2021-11-18 17:40:12,2021-11-18,17:40:12,1727198,1727198,19731,c5fdd279a2c47031d5a2166368fb99da22bd167c837d486b296df0cd42bf4ad0,1,1,99,3371,13154,7328622559477261,710306,710306
2021-11-16 10:01:38,2021-11-16,10:01:38,-493608,0,186822,371cc4b9553da81124c8149d9ec09bd3a0c60c7c527dc760b3202ea86e1a2133,2,596,2,88660,351574,1798952652703172,709964,709964
2021-11-16 07:23:02,2021-11-16,07:23:02,493608,493608,1080,d82001fc840fc2462645847f06533af5ecf07f1c53828e95ea347e89584d1a7c,2,2,2,374,845,4366477076541382,709944,709944
2021-11-15 20:02:31,2021-11-15,20:02:31,-308377,0,89073,0eb4b20bbdf06cb846845ee6a1b2392f4ba51b6d7d06ff60f3abd1c5b0d2228b,2,258,2,38132,152528,4895413758376501,709898,709898
2021-11-15 16:04:06,2021-11-15,16:04:06,-137700,308377,212811,b3795510d63125087b9e259794990c46c45268374ce312a78037c8e1a7dd74d0,2,643,2,95640,379344,7334411313625350,709866,709866
2021-11-15 15:51:39,2021-11-15,15:51:39,-549120,446077,109389,c513b0c17074e2c0db9d9cfb038e6eb8cd80236da7da774066cd30d22af7dc7a,2,330,2,49103,195095,4322862661518873,709856,709856
2021-11-15 15:51:36,2021-11-15,15:51:36,-900358,995197,173670,51a82d96fc90c7af3f44eb4e2467b4edfebef493b9740df54620aa1bd40647f3,2,524,2,77904,309717,8559564249331012,709856,709856
2021-11-15 15:49:19,2021-11-15,15:49:19,-1460055,1895555,176931,6cc316b23399d6183e179ffe8ea12ac71b264f9c3a3b5a86f38d26417a205e69,2,535,2,79587,315462,3707295767209169,709856,709856
2021-11-15 12:02:14,2021-11-15,12:02:14,-406891,3355610,36338,fd9d51d676dc66644d1e5bfaaf7a60db38ceeb4ab0f635c98c3c95fe24bfcc15,2,105,2,15572,62288,767011980300967,709833,709833
2021-11-14 16:07:14,2021-11-14,16:07:14,604027,3762501,894,5725680b49d0a748ad8e51893bd182243c5849f8789964883a42565a551a3cd8,2,1,2,225,573,7608084846037704,709697,709697
2021-11-14 10:02:27,2021-11-14,10:02:27,-1299366,3158474,15927,4e25be2229b340e25d3225a9c8ee24342491460154004bb41ec59ac5cd37d756,2,53,2,7895,31580,3055435334071128,709660,709660
2021-11-14 07:51:24,2021-11-14,07:51:24,1299366,4457840,336,8d7f7b5ed9db9fdf869a5d85f052b87f1fc4a847fe4bf8ee1b69fd5d88ecd7c6,2,1,2,225,573,6996182036103085,709649,709649
2021-11-13 10:03:18,2021-11-13,10:03:18,-1094692,3158474,65193,d5566b517429d456dc2aedd5cf07e4ce1165ab78a75410575cbe830d207861c7,2,61,2,9069,36276,7015086115893367,709499,709499
2021-11-13 08:33:05,2021-11-13,08:33:05,1094692,4253166,12986,8d556aa11a9baf8a2f87beb50b26cbbad5b6abafde652b094dee3ccf2b7ea080,1,1,38,1432,5398,4525657597536157,709490,709490
2021-11-13 05:27:33,2021-11-13,05:27:33,266612,3158474,870,3c017021d120430c8d300cdd34f1480c2452fdd431faff5f46848e7963201f23,2,3,1,491,992,1235731019149776,709473,709473
2021-11-12 20:03:27,2021-11-12,20:03:27,-617102,2891862,142922,aa375a1ec94515e3ae41ec785d8ab848d5d247f382a458910ede392926efa35a,2,114,2,16894,67576,3189124429588283,709425,709425
2021-11-12 14:19:59,2021-11-12,14:19:59,234354,3508964,3480,0951ce65ddab6f98273c175d1b6a3bf02e5609da78b3bef81010ef706df9672a,1,4,2,670,1387,1492033750310370,709386,709386
2021-11-12 10:03:16,2021-11-12,10:03:16,-1508017,3274610,562205,8479011a6e4d148ba56a10e19e13eb6ee20eb2efa09a76d565b890aaab183c4f,2,529,2,78674,312467,2787824977138199,709358,709358
2021-11-11 20:03:14,2021-11-11,20:03:14,-1573888,4782627,84183,89950c0fac481f0a79e02e9312356b216201143701a05299336eb6da14ca2192,2,71,1,10614,41919,5141562302093005,709282,709282
2021-11-11 17:32:34,2021-11-11,17:32:34,153586,6356515,2120,24bea2dbf0885bdc2eac39d4695d6cfaaf44d0e4650e4458059c22591e058b3f,1,2,2,375,846,2235722204128339,709266,709266
2021-11-11 15:54:52,2021-11-11,15:54:52,617102,6202929,3492,dab4e0ed8275f5bd5a7a1c1a6b41e49a1327765dfe8798339fb0736dca4b81cb,2,3,1,492,993,7160197848870518,709254,709254
2021-11-11 15:35:30,2021-11-11,15:35:30,1573888,5585827,2514,765b417abb4791135e388dfd50c99627563f7cd98922deba879ad3c017083f64,2,2,2,375,846,3527100207733363,709252,709252
2021-11-11 11:10:17,2021-11-11,11:10:17,-1038619,4011939,61323,f9e9513199ade12ea9c6e5aabd208ad4a1a8b1ca2f13655bd1be7ffcfceaf8f2,2,49,2,7377,29034,8548829064302583,709220,709220
2021-11-11 08:55:51,2021-11-11,08:55:51,308377,5050558,1584,c8906970d12ebe9a4c77eeebd403e9a472c22e130635c49ad3282775fe4b86c6,1,1,2,225,573,6984963292308709,709204,709204
2021-11-10 20:59:42,2021-11-10,20:59:42,154554,4742181,2544,7590070b05640709c233a2d319ce6cb52e9a812d3156034ed490e8ca06cb9a5d,1,2,2,375,846,3293421202136338,709120,709120
2021-11-10 14:33:06,2021-11-10,14:33:06,482096,4587627,1006,1cf2bdb5d06ddb2ec921e1ecf5e4eaef9943b3cc8c1783954a0118eb0c37fad8,2,1,2,226,574,7634213664547584,709112,709112
2021-11-10 16:13:27,2021-11-10,16:13:27,240915,4105531,6806,4b0c659d87a05e761624c52447011f51014bf1ac3c3f8a63b9688322cb9bfc4d,2,6,1,934,1804,2743914908110957,709091,709091
2021-11-10 13:27:14,2021-11-10,13:27:14,-2508641,3864616,96995,55a842fbf6dbd1f921efbf41128ad0f170bf6829e36e83b78b6e79baacb94c85,2,85,2,12611,50444,4690066531634989,709075,709075
2021-11-10 07:58:41,2021-11-10,07:58:41,1062435,6373257,1953,b9ccf5bcf538e4fa472a42dfaa04d9c0d2053298f93b6990f8b25756eb0335b1,1,6,1,938,1808,6234920228408054,709043,709043
2021-11-10 08:03:09,2021-11-10,08:03:09,-5104507,5310822,35355,ea49595678337807d82ccec988697c665d383e5e815fa0cfbc2f3576da76bad4,2,31,2,4703,18395,7484714337093285,709043,709043
2021-11-09 22:52:26,2021-11-09,22:52:26,1038619,10415329,1788,8a7b51ce11d605bb3db8ae2ad76df9aeb0304e68d5c046f0bde79d669a9751ea,2,1,2,226,574,8244357015327676,708985,708985
2021-11-09 16:20:37,2021-11-09,16:20:37,137700,9376710,25579,fdeac3233ba5f5cfffc922d6f0375ad203a3f153b8cd79946795bf27f9fbd419,1,5,30,2643,6774,908881637472242,708947,708947
2021-11-09 15:24:46,2021-11-09,15:24:46,296017,9239010,5861,33204e9fc88db4866a3960c5aff68a8314223982b88898a529869ac07070b43a,2,4,1,639,1263,2065492958778192,708942,708942
2021-11-09 14:25:04,2021-11-09,14:25:04,222369,8942993,4480,837f3ae43b39718957d0bd84ae674a34729d4f4ccf5d6e082c7d8cd192b75bc8,1,3,2,524,1118,7049479917810063,708931,708931
2021-11-09 13:00:32,2021-11-09,13:00:32,5104507,8720624,22032,f90d9b8db53ae4967b01bfd0b9342c5e1662ca337f0199611e69fdccab69011a,1,1,36,1486,5179,914987845001133,708918,708918
2021-11-08 21:28:43,2021-11-08,21:28:43,406891,3616117,1565,ce288caddfbc01d45d0bc65f1f108030a772ea06337f56402072724f96589431,2,1,2,225,573,1744422757330510,708850,708850
2021-11-08 15:03:31,2021-11-08,15:03:31,154619,3209226,1484,25994482a4a96d313a1dc428905a978014602a18eb2a2d730ad1c7069eeee95c,1,2,2,374,845,3269113615014138,708802,708802
2021-11-08 15:03:20,2021-11-08,15:03:20,244838,3054607,1341,bbb690bb843f11c749861348bc3c761ccc27a59dd31f6c9ee0275313c3f89d00,2,1,2,226,574,21711468784228,708801,708801
2021-11-08 11:00:15,2021-11-08,11:00:15,1446206,2809769,894,d24084bd8969da157a644b69c778e3a42bc32b0d29c4d13a5fdb799cb7fe4310,2,1,2,226,574,572295113576251,708780,708780
2021-11-08 11:00:22,2021-11-08,11:00:22,310442,1363563,894,872ac36a7e5e95c67bc112c0c23e48d28653f60077142c1e28f2f0584934b001,2,1,2,225,573,59401699008030,708780,708780
2021-11-07 20:03:09,2021-11-07,20:03:09,-727507,1053121,77048,5b8bd40519bcc831e0e0ed7d2eb25491355c17bc44c49f434a662da63c9688f1,2,180,2,26629,106516,8498206028907948,708678,708678
2021-11-07 17:03:59,2021-11-07,17:03:59,727507,1780628,978,390f74bc1c75098645b241a1616c36bd14946af0823f7762377d542fd6c7fb9f,1,3,2,570,1302,5628919625935503,708658,708658
2021-11-07 14:03:06,2021-11-07,14:03:06,-967506,1053121,17109,a511b67e6f00afa0872d7e12305200f337d6a872eeafa7536e6e886d099916e0,2,57,2,8480,33920,7884405165895949,708633,708633
2021-11-07 07:08:59,2021-11-07,07:08:59,967506,2020627,718,d7bcf27ce3c4062dcac9d53f2873b708b5f86db4a4240e5f382fefae8ed52c72,2,2,2,374,845,4017180384812517,708597,708597
2021-11-07 06:52:08,2021-11-07,06:52:08,323217,1053121,12133,ea58ff3e4c7c7494437ca89dbc2386e1412c4d94d3b9355de125156b7731de6d,1,1,39,1409,5306,3865634562466468,708596,708596
2021-11-07 06:25:51,2021-11-07,06:25:51,402839,729904,948,b0696db179b089cdd6c876159e0d2d1a741c2f2fdaa581688d22675826eb75f9,2,4,2,670,1387,8777115252755684,708592,708592
2021-11-06 21:46:51,2021-11-06,21:46:51,327065,327065,2800,b2e5f1e709b4afefbe8e0fad688e507467d4d99da18b5f0e9ebbc753635de9d3,1,3,2,523,1117,7455975924201719,708537,708537
2021-11-05 11:33:24,2021-11-05,11:33:24,-3376214,0,109975,4cd3902da0ba29deb8ef06269b73231d94b893a022587f207301901820eb0860,2,87,2,12905,51620,3378925464130048,708314,708314
2021-11-05 09:30:26,2021-11-05,09:30:26,-733601,3376214,287332,f33b0e31601ed4bcea65541b49d1ad2ab4ed58839ec0396ecbf3827cdc3ca12f,2,212,2,31619,124874,1675825834332254,708296,708296
2021-11-05 09:12:06,2021-11-05,09:12:06,2888542,4109815,16073,5a45339a5d1b1845b4cd6495e3b262f20ed1a88b7ac8fc7b975da0af658114a1,1,1,43,1591,6037,5667502154970123,708294,708294
2021-11-05 07:56:24,2021-11-05,07:56:24,250471,1221273,3754,0d36dfb27dc11475632158150114fc77fefdd0b7e6cc67cb670439bb18812052,1,1,1,191,764,2889585866008352,708290,708290
2021-11-05 04:47:17,2021-11-05,04:47:17,483130,970802,3480,4b24b6fafb102a0c5a088933ebe26f983fdd55f8c6faee76060db3650bab32f5,1,4,2,673,1390,8627134938265185,708275,708275
2021-11-04 14:01:15,2021-11-04,14:01:15,-1430639,487672,88361,2216198f02e2f814facb01fd9989b3d1a2d9dff9b2fcc9505127d740c5e000c5,2,110,2,16432,65074,6931441974254308,708184,708184
2021-11-04 13:48:36,2021-11-04,13:48:36,487672,1918311,1696,47d6dd62324ec12984868d0b0e6193fe91dbd62c40d97752b9fa4e0679833ae9,1,2,2,373,844,8206000739895775,708180,708180
2021-11-04 13:36:58,2021-11-04,13:36:58,1108570,1430639,1976,65a65e483ff6119d8c87bb681af19cd8c342199c1e0d6a7327d8d406c9ba173c,2,2,2,374,845,2114323700832923,708178,708178
2021-11-04 04:01:37,2021-11-04,04:01:37,-3253530,322069,51222,8bbd291256cda8c94fe9eb1b2ce831e674f0fa04c5140ff3c000541d752db710,2,68,2,10199,40268,588125686704768,708122,708122
2021-11-03 17:58:13,2021-11-03,17:58:13,322069,3575599,1008,42ba78840e54c9ef04827e28a48a0b86e0ee18067e724c057959455a159803b8,1,1,2,226,574,6474418430363819,708065,708065
2021-11-03 16:57:23,2021-11-03,16:57:23,3253530,3253530,1796,38cadc2b60fa7766888844ef32489f58e7ea71a3502a7a82c87ef0acfb44e975,2,2,2,374,845,4148631845576207,708055,708055
2021-11-03 16:02:29,2021-11-03,16:02:29,-318689,0,28859,8512e7b4ae331ce6c8bb53f8a5205491522500cd07c00ea2a2c02c4dc2d77ad9,2,39,2,5890,23116,7651892130325912,708049,708049
2021-11-03 14:03:25,2021-11-03,14:03:25,-476368,318689,52494,f5940a3d69123dafa77170bbab9971b132ab1b8cc07ed10d2660b93b196c0489,2,65,2,9656,38624,4820866766960428,708033,708033
2021-11-03 10:51:55,2021-11-03,10:51:55,476368,795057,1908,d4b0d7df07529e6465ed65d129994688ae718a4d9d16b0d3a5f07fe026ab1eb7,1,2,2,374,845,6442955147317246,708011,708011
2021-11-03 08:49:54,2021-11-03,08:49:54,318689,318689,1296,99e079cffc76533bc8ca1e706230d9a4973c9310cb07cec02ea033dbf11a684c,1,1,2,225,573,2688320395765364,707999,707999
2021-11-02 12:02:09,2021-11-02,12:02:09,-3659731,0,98184,a79a991d581ba8b12b82a2572b351b985c90aa8f3cef4f4af2aefbe920f1dc04,2,165,2,24613,97312,171103513034613,707862,707862
2021-11-02 09:34:21,2021-11-02,09:34:21,3330315,3659731,336,86fa735deb5a66830dcd0fb4aff55aa2832de6e6c201f8bb153d520eaa8eb441,2,1,2,226,574,2311799789701703,707848,707848
2021-11-01 19:55:25,2021-11-01,19:55:25,329416,329416,720,6a143cf9113ab7c862a25e76bf0d51f8e741007b02bc2ff0f24308a6b3714f69,1,1,2,225,573,3705277789815048,707762,707762
2021-11-01 18:02:13,2021-11-01,18:02:13,-162563,0,94809,175974202806a11d522a7d2fadfb4b15f9aa005cfe02a79c43ac9fd5fe451348,2,159,2,23520,94080,2535923709031413,707748,707748
2021-11-01 16:06:08,2021-11-01,16:06:08,162563,162563,11102,2f320c71b3eb9cfee7d3dee70965172990c14a7ab357ace60e0ec10dd4494b9c,1,1,79,2713,10525,5499109603653665,707734,707734
2021-11-01 10:05:31,2021-11-01,10:05:31,-803939,0,47788,cc76762e97dd00de8faa6e52d9f2f9b383f4349a1919bab27d15f85e3edc76da,2,107,2,15984,63288,7686529154277122,707698,707698
2021-11-01 07:53:07,2021-11-01,07:53:07,803939,803939,6261,e138c3a0d590109cf410c499dd566884333d08d63cace8920b0b0f18a083944b,1,1,48,1701,6474,2659239537607137,707684,707684
